80740,29758,388294
80740,47869,388294
80740,79227,388294
80740,68225,388294
80740,65031,388294
80740,90735,388294
80740,84696,388294
80740,67988,388294
80740,33384,388294
80740,57761,388294
80740,90295,388294
80740,28815,388294
80740,39965,388295
80740,48861,388295
80740,96543,388295
80740,83049,388295
80740,36644,388295
80740,12726,388295
80740,38032,388295
80740,19808,388295
92735,16792,306536
92735,98862,306536
92735,64222,306536
92735,45890,306536
92735,76199,306536
92735,94635,306536
92735,11443,306536
92735,82726,306536
92735,78865,306536
92735,93295,306536
92735,23512,306536
92735,62065,306536
92735,63711,306536
92735,34121,306536
92735,53801,306536
92735,41429,306536
92735,12806,306537
92735,58732,306537
92735,9507,306537
92735,61512,306537
92735,87991,306537
92735,83840,306537
92735,30584,306537
92735,17423,306537
92735,44570,306537
1615,72623,639229
1615,6322,639229
1615,19592,639229
1615,21254,639230
1615,54400,639230
1615,8552,639230
1615,80966,639230
1615,46860,639230
1615,7203,639230
1615,11667,639230
1615,6054,639230
1615,37081,639230
1615,33284,639230
1615,3335,639230
4161,7806,249081
4161,93672,249081
4161,75260,249081
4161,52002,249081
4161,50023,249081
4161,7038,249081
4161,32828,249081
4161,99617,249081
4161,34858,249081
4161,28744,249081
4161,43619,249081
4161,96342,249082
4161,27404,249082
4161,1599,249082
4161,98501,249082
4161,94376,249082
4161,44546,249082
4161,6724,249082
4161,10834,249082
4161,88949,249082
4161,54547,249082
4161,76270,249082
4161,64321,249082
4161,73770,249082
4161,39477,249082
4161,29501,249082
4161,2174,249082
4161,83480,249082
4161,49193,249082
33203,7242,882647
33203,784,882647
33203,65196,882647
33203,80364,882647
33203,8056,882647
33203,69621,882647
33203,97479,882648
33203,34537,882648
33203,15088,882648
41969,65969,1835026
41969,13881,1835026
41969,76026,1835027
41969,92875,1835027
41969,69841,1835027
84352,79147,640046
84352,80053,640046
84352,61309,640047
84352,54502,640047
84352,94793,640047
84352,24728,640047
84352,36919,640047
84352,46738,640047
84352,62404,640047
84352,49860,640047
84352,9117,640047
95615,43405,708894
95615,97885,708894
95615,15768,708894
95615,13218,708894
95615,93239,708894
95615,20217,708895
95615,13591,708895
95615,65665,708895
95615,27376,708895
95615,1638,708895
95615,35853,708895
95615,70742,708895
39284,62427,274171
39284,87467,274171
39284,53948,274171
39284,5032,274171
39284,68774,274171
39284,40321,274171
39284,95596,274171
39284,2955,274171
39284,91794,274171
39284,45479,274171
39284,63272,274171
39284,67144,274171
39284,7228,274171
39284,47704,274171
39284,74691,274171
39284,4429,274171
39284,13670,274171
39284,85867,274171
39284,18192,274171
39284,28414,274171
39284,55092,274171
39284,4394,274171
39284,74901,274171
39284,2683,274171
39284,87826,274171
39284,13963,274171
39284,29925,274171
39284,61097,274172
39284,13638,274172
72032,68884,391866
72032,35234,391866
72032,44712,391866
72032,21863,391867
72032,30284,391867
72032,68776,391867
72032,77528,391867
72032,13268,391867
72032,12595,391867
72032,27847,391867
72032,15477,391867
72032,57885,391867
72032,76683,391867
72032,45427,391867
72032,92818,391867
72032,49478,391867
72032,67354,391867
72032,44038,391867
72032,31247,391867
72032,82095,391867
72032,63396,391867
24041,96977,322413
24041,33426,322413
24041,46541,322413
24041,23893,322413
24041,86853,322413
24041,45493,322413
24041,33601,322413
24041,16524,322413
24041,56913,322413
24041,36891,322413
24041,18626,322413
24041,1666,322413
24041,34756,322413
24041,66669,322413
24041,55422,322413
24041,39060,322413
24041,88176,322413
24041,21197,322413
24041,92217,322414
24041,39661,322414
24041,56984,322414
24041,9570,322414
24041,49937,322414
24441,12242,2954186
24441,23236,2954186
24441,94201,2954186
69208,42692,372321
69208,54010,372321
69208,44409,372321
69208,94632,372321
69208,51747,372321
69208,21453,372321
69208,42627,372321
69208,97637,372321
69208,66062,372321
69208,71259,372321
69208,55007,372321
69208,62050,372321
69208,23494,372321
69208,38720,372321
69208,24349,372321
69208,7654,372321
69208,85699,372321
69208,98036,372321
69208,32455,372321
69208,91032,372321
69208,6897,372321
69208,51077,372321
69208,13633,372321
69208,48273,372322
71475,10234,1002226
71475,75572,1002226
71475,50788,1002226
71475,8847,1002226
71475,34483,1002227
71475,72492,1002227
71475,54332,1002227
82930,82726,779884
82930,72794,779884
82930,43090,779884
82930,16422,779884
82930,85116,779884
82930,83961,779884
82930,29156,779884
82930,89577,779884
82930,45031,779884
82930,67096,779885
13919,53522,323248
13919,61430,323248
13919,33512,323248
13919,45513,323248
13919,90767,323248
13919,11846,323248
13919,25667,323248
13919,27636,323248
13919,63975,323248
13919,50139,323248
13919,86945,323248
13919,87092,323248
13919,68015,323248
13919,79614,323248
13919,31440,323248
13919,57534,323248
13919,26472,323248
13919,6984,323248
13919,33911,323248
13919,44716,323248
13919,57919,323248
13919,95350,323248
